PeopleID	FullName	FullNameReversed	VIAFURL	WikipediaURL	WikipediaImageURL
duchenicol001405	Nicolas Bonaventure Duchesne	Duchesne, Nicolas Bonaventure	http://viaf.org/120729267/		
duchimarie024930	Marie Charles Du Chilleau, marquis d'Airvault	Du Chilleau, Marie Charles, marquis d'Airvault	http://viaf.org/67583163/		
ducisjeanf022979	Jean François Ducis	Ducis, Jean François	http://viaf.org/36917487/	http://en.wikipedia.org/wiki/Jean-François_Ducis	
ducksteph0005088	Stephen Duck	Duck, Stephen	http://viaf.org/3667653/	http://en.wikipedia.org/wiki/Stephen_Duck	
ducoualexa001372	Alexandre Jacques Du Coudray	Du Coudray, Alexandre Jacques	http://viaf.org/15035815/		
ducrecharl001407	Charles Louis Ducrest	Ducrest, Charles Louis	http://viaf.org/19788912/		
dudlejosep005342	Joseph Dudley	Dudley, Joseph	http://viaf.org/76748915/	http://en.wikipedia.org/wiki/Joseph_Dudley	http://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Joseph_Dudley_attributed_to_Peter_Lely.jpg/220px-Joseph_Dudley_attributed_to_Peter_Lely.jpg
dufrejosep001373	Joseph Du Fresne de Francheville	Du Fresne de Francheville, Joseph	http://viaf.org/44396345/		
dugasfranc023575	François Dugas de Quinsonas	Dugas de Quinsonas, François	http://viaf.org/54174228/		
dukeofrede005146	Frederick Augustus, duke of York	Frederick Augustus, duke of York	http://viaf.org/56599724/		
dumasjean0001418	Jean Dumas d'Aigueberre	Dumas d'Aigueberre, Jean	http://viaf.org/17263349/		
dumesmarie002475	Marie Françoise Dumesnil	Dumesnil, Marie Françoise	http://viaf.org/12413322/	http://en.wikipedia.org/wiki/Marie_Dumesnil	http://upload.wikimedia.org/wikipedia/commons/thumb/b/be/DumesnilAthalie.jpg/200px-DumesnilAthalie.jpg
dumonetien001421	Étienne Dumont	Dumont, Étienne	http://viaf.org/14869543/	http://en.wikipedia.org/wiki/Pierre_Étienne_Louis_Dumont	
dumotmarie001377	Marie Joseph Paul Yves Roch Gilbert Du Motier, marquis de Lafayette	Du Motier, Marie Joseph Paul Yves Roch Gilbert, marquis de Lafayette	http://viaf.org/22144104/	http://en.wikipedia.org/wiki/Gilbert_du_Motier,_marquis_de_Lafayette	http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Gilbert_du_Motier_Marquis_de_Lafayette.PNG/220px-Gilbert_du_Motier_Marquis_de_Lafayette.PNG
dumoupeter025270	Peter Du Moulin	Du Moulin, Peter	http://viaf.org/24620027/	http://en.wikipedia.org/wiki/Pierre_Du_Moulin	http://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Pierre_Dumoulin%2C_Published_by_Cornelis_Danckerts_I_%281603_-_1656%29.jpg/220px-Pierre_Dumoulin%2C_Published_by_Cornelis_Danckerts_I_%281603_-_1656%29.jpg
dunanjeanj023958	Jean Jacques Dunant	Dunant, Jean Jacques	http://viaf.org/292900958/		
duncadanie025605	Dr Daniel Duncan	Duncan, Dr Daniel	http://viaf.org/44288270/		
duncawilli024372	William Duncan	Duncan, William	http://viaf.org/8654261/	http://en.wikipedia.org/wiki/William_Duncan_(philosopher)	
duncojohn0017215	John Duncombe	Duncombe, John	http://viaf.org/67649461/	http://en.wikipedia.org/wiki/John_Duncombe_(writer)	
duncowilli004981	William Duncombe	Duncombe, William	http://viaf.org/1377986/	http://en.wikipedia.org/wiki/William_Duncombe	
dundahenry001428	Henry Dundas, 1st Viscount Melville	Dundas, Henry, 1st Viscount Melville	http://viaf.org/10651882/	http://en.wikipedia.org/wiki/Henry_Dundas,_1st_Viscount_Melville	http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/1stViscountMelville2.jpg/200px-1stViscountMelville2.jpg
dundarober001429	Robert Dundas of Arniston	Dundas of Arniston, Robert	http://viaf.org/61389698/		
dunkgeorg0004468	George Montagu Dunk, 2nd earl of Halifax	Dunk, George Montagu, 2nd earl of Halifax	http://viaf.org/72857647/	http://en.wikipedia.org/wiki/George_Montagu-Dunk,_2nd_Earl_of_Halifax	http://upload.wikimedia.org/wikipedia/commons/thumb/1/10/2ndEarlofHalifaxByJoshuaReynoldsNSArtGallery.jpg/220px-2ndEarlofHalifaxByJoshuaReynoldsNSArtGallery.jpg
dunnijohn0003747	John Dunning, 1st Baron Ashburton	Dunning, John, 1st Baron Ashburton	http://viaf.org/53137269/	http://en.wikipedia.org/wiki/John_Dunning,_1st_Baron_Ashburton	http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/1stLordAshburton.jpg/200px-1stLordAshburton.jpg
dunoycathe001379	Catherine Olympe Du Noyer	Du Noyer, Catherine Olympe	http://viaf.org/58644804/		
dupeypierr001382	Pierre Alexandre Du Peyrou	Du Peyrou, Pierre Alexandre	http://viaf.org/73903576/		
dupinclaud001434	Claude Dupin	Dupin, Claude	http://viaf.org/54245513/		
dupinlouis001435	Louise Marie Madeleine Dupin	Dupin, Louise Marie Madeleine	http://viaf.org/8194422/		
duplelouis001387	Louis François Armand Du Plessis, duc de Richelieu	Du Plessis, Louis François Armand, duc de Richelieu	http://viaf.org/69041169/		
duponpierr001389	Pierre Samuel Du Pont de Nemours	Du Pont de Nemours, Pierre Samuel	http://viaf.org/95229508/	http://en.wikipedia.org/wiki/Pierre_Samuel_du_Pont_de_Nemours	http://upload.wikimedia.org/wikipedia/commons/5/59/Pierre_Samuel_du_Pont_de_Nemours.jpg
duponpierr023561	Pierre Samuel Dupont	Dupont, Pierre Samuel	http://viaf.org/95229508/	http://en.wikipedia.org/wiki/Pierre_Samuel_du_Pont_de_Nemours	http://upload.wikimedia.org/wikipedia/commons/5/59/Pierre_Samuel_du_Pont_de_Nemours.jpg
duranlaure024181	Laurent Durand	Durand, Laurent	http://viaf.org/73937092/		
dureyjosep001447	Joseph Marie Durey de Morsan	Durey de Morsan, Joseph Marie	http://viaf.org/122037095/		
durfoemman000988	Emmanuel Félicité de Durfort, duc de Duras	Durfort, Emmanuel Félicité de, duc de Duras	http://viaf.org/73844917/	http://en.wikipedia.org/wiki/Emmanuel-Félicité_de_Durfort_de_Duras	
durovjacqu023557	Jacques Antoine Du Roveray	Du Roveray, Jacques Antoine	http://viaf.org/36007939/		
dusaujeanj023556	Jean Joseph Dusaulx	Dusaulx, Jean Joseph	http://viaf.org/88943083/		
dutilguill023550	Guillaume Léon Du Tillot	Du Tillot, Guillaume Léon	http://viaf.org/27947833/		
duvaljacqu001459	Jacques Duval d'Eprémesnil	Duval d'Eprémesnil, Jacques	http://viaf.org/121675182/		
duvertheop001462	Théophile Imarigeon Duvernet	Duvernet, Théophile Imarigeon	http://viaf.org/69392551/		
duvilemman001465	Emmanuel Duvillard	Duvillard, Emmanuel	http://viaf.org/95177573/		
dyereliph0024578	Eliphalet Dyer	Dyer, Eliphalet	http://viaf.org/28491575/	http://en.wikipedia.org/wiki/Eliphalet_Dyer	http://upload.wikimedia.org/wikipedia/en/thumb/5/5d/Eliphalet_Dyer.jpg/200px-Eliphalet_Dyer.jpg
ebertjohan005656	Johann Arnold Ebert	Ebert, Johann Arnold	http://viaf.org/74191453/		
echlin0000024523	Lady Elizabeth Echlin	Echlin, Lady Elizabeth	http://viaf.org/10955840/		
edenfrede0001471	Sir Frederick Morton Eden, 2nd baronet	Eden, Sir Frederick Morton, 2nd baronet	http://viaf.org/49579070/		
edenwilli0001472	William Eden, 1st Baron Auckland	Eden, William, 1st Baron Auckland	http://viaf.org/37255789/	http://en.wikipedia.org/wiki/William_Eden,_1st_Baron_Auckland	http://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/William_Eden_1._baron_Auckland.jpg/200px-William_Eden_1._baron_Auckland.jpg
edgewmaria001474	Maria Edgeworth	Edgeworth, Maria	http://viaf.org/71477273/	http://en.wikipedia.org/wiki/Maria_Edgeworth	http://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Maria_Edgeworth_by_John_Downman_1807.jpg/250px-Maria_Edgeworth_by_John_Downman_1807.jpg
edgewricha023547	Richard Lovell Edgeworth	Edgeworth, Richard Lovell	http://viaf.org/66511092/	http://en.wikipedia.org/wiki/Richard_Lovell_Edgeworth	http://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Richard_Edgeworth.jpg/150px-Richard_Edgeworth.jpg
edwarbryan005157	Bryan Edwards	Edwards, Bryan	http://viaf.org/79205127/	http://en.wikipedia.org/wiki/Bryan_Edwards	
edwarpierp024630	Pierpont Edwards	Edwards, Pierpont	http://viaf.org/63121596/	http://en.wikipedia.org/wiki/Pierpont_Edwards	http://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Pierpont_Edwards.jpg/220px-Pierpont_Edwards.jpg
edwarthoma004986	Thomas Edwards	Edwards, Thomas	http://viaf.org/20110442/		
eisencharl001475	Charles Eisen	Eisen, Charles	http://viaf.org/29533491/		
eliedjeanb001477	Jean Baptiste Jacques Élie de Beaumont	Élie de Beaumont, Jean Baptiste Jacques	http://viaf.org/54202214/		
ellerwilli024601	William Ellery	Ellery, William	http://viaf.org/3777416/	http://en.wikipedia.org/wiki/William_Ellery	http://upload.wikimedia.org/wikipedia/commons/2/24/William_Ellery.jpg
ellicandre024605	Andrew Ellicott	Ellicott, Andrew	http://viaf.org/42616871/	http://en.wikipedia.org/wiki/Andrew_Ellicott_(1754_–_1820)	
ellicedwar023893	Edward Ellice	Ellice, Edward	http://viaf.org/18674832/	http://en.wikipedia.org/wiki/Edward_Ellice_(merchant)	http://upload.wikimedia.org/wikipedia/commons/thumb/0/04/EdwardElliceSr.jpg/180px-EdwardElliceSr.jpg
elliogilbe024585	Gilbert Elliot, 1st earl of Minto	Elliot, Gilbert, 1st earl of Minto	http://viaf.org/69731331/	http://en.wikipedia.org/wiki/Gilbert_Elliot-Murray-Kynynmound,_1st_Earl_of_Minto	http://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Gilbert_Eliot%2C_1st_Earl_of_Minto_by_James_Atkinson.jpg/200px-Gilbert_Eliot%2C_1st_Earl_of_Minto_by_James_Atkinson.jpg
elliogilbe025109	Gilbert Elliot Murray Kynynmound, 2nd earl of Minto	Elliot Murray Kynynmound, Gilbert, 2nd earl of Minto	http://viaf.org/10627006/	http://en.wikipedia.org/wiki/Gilbert_Elliot-Murray-Kynynmound,_2nd_Earl_of_Minto	http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/2ndEarlOfMinto.jpg/240px-2ndEarlOfMinto.jpg
ellisjohn0001480	John Ellis	Ellis, John	http://viaf.org/93791978/	http://en.wikipedia.org/wiki/John_Ellis_(official)	
ellswabiga024847	Abigail Ellsworth	Ellsworth, Abigail	http://viaf.org/41095430/		
ellswolive024896	Oliver Ellsworth	Ellsworth, Oliver	http://viaf.org/13588607/	http://en.wikipedia.org/wiki/Oliver_Ellsworth	http://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Oliver_ellsworth.jpeg/220px-Oliver_ellsworth.jpeg
elphijames005657	James Elphinston	Elphinston, James	http://viaf.org/18016434/	http://en.wikipedia.org/wiki/James_Elphinston	http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/James_Elphinston.jpg/220px-James_Elphinston.jpg
elzevlouis024271	Louis Elzevier	Elzevier, Louis	http://viaf.org/100285984/		
engelsamue023544	Samuel Engel	Engel, Samuel	http://viaf.org/25413469/		
eondecharl000879	Charles Geneviève Louis Auguste André Timothée d'Éon de Beaumont, chevalier d'Éon	Éon de Beaumont, Charles Geneviève Louis Auguste André Timothée d', chevalier d'Éon	http://viaf.org/22151132/	http://en.wikipedia.org/wiki/Chevalier_d'Eon	http://upload.wikimedia.org/wikipedia/en/thumb/a/a6/D%27Eon_de_Beaumont_altered_1.png/220px-D%27Eon_de_Beaumont_altered_1.png
erskicharl004616	Charles Erskine, Lord Tinwald	Erskine, Charles, Lord Tinwald	http://viaf.org/1542225/	http://en.wikipedia.org/wiki/Charles_Erskine,_Lord_Tinwald	
erskidavid000531	David Stewart Erskine, 11th earl of Buchan	Erskine, David Stewart, 11th earl of Buchan	http://viaf.org/52062816/		
eschefranc001617	François Louis d'Escherny, comte d'Escherny	Escherny, François Louis d', comte d'Escherny	http://viaf.org/51689192/		
eschervonk024461	Heinrich Escher	Escher, Heinrich	http://viaf.org/80348937/		
ethisdomin001497	Dominique Louis Ethis de Corny	Ethis de Corny, Dominique Louis	http://viaf.org/18876674/		
evansabel0004987	Abel Evans	Evans, Abel	http://viaf.org/16189751/	http://en.wikipedia.org/wiki/Abel_Evans	
evansolive025001	Oliver Evans	Evans, Oliver	http://viaf.org/7516753/	http://en.wikipedia.org/wiki/Oliver_Evans	http://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Oliver_Evans_%28Engraving_by_W.G.Jackman%2C_cropped%29.jpg/220px-Oliver_Evans_%28Engraving_by_W.G.Jackman%2C_cropped%29.jpg
evanswilli003840	William David Evans	Evans, William David	http://viaf.org/55684444/		
evelyjohn0025298	John Evelyn	Evelyn, John	http://viaf.org/61653698/	http://en.wikipedia.org/wiki/John_Evelyn	http://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/JohnEvelyn1687.jpg/220px-JohnEvelyn1687.jpg
eymarangem004495	Ange Marie d'Eymar, comte d'Eymar	Eymar, Ange Marie d', comte d'Eymar	http://viaf.org/64352484/		
fabiopierr001505	Pierre Charles Fabiot Aunillon	Fabiot Aunillon, Pierre Charles	http://viaf.org/41956893/		
fabrephili024136	Philippe François Nazaire Fabre d'Eglantine	Fabre d'Eglantine, Philippe François Nazaire	http://viaf.org/39486599/		
fairfbrian004988	Brian Fairfax	Fairfax, Brian	http://viaf.org/68651129/		
falcoetien001514	Étienne Maurice Falconet	Falconet, Étienne Maurice	http://viaf.org/17248017/	http://en.wikipedia.org/wiki/Étienne_Maurice_Falconet	
faradmicha025119	Michael Faraday	Faraday, Michael	http://viaf.org/38158158/	http://en.wikipedia.org/wiki/Michael_Faraday	http://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Faraday.png/220px-Faraday.png
farmericha004363	Richard Farmer	Farmer, Richard	http://viaf.org/50024557/	http://en.wikipedia.org/wiki/Richard_Farmer	http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Rev._Richard_Farmer.jpg/220px-Rev._Richard_Farmer.jpg
fationicol000986	Nicolas Fatio de Duillier	Fatio de Duillier, Nicolas	http://viaf.org/52480802/	http://en.wikipedia.org/wiki/Nicolas_Fatio_de_Duillier	http://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Fatio.jpg/150px-Fatio.jpg
fauchabrah023537	Abraham Louis Fauche	Fauche, Abraham Louis	http://viaf.org/95178150/		
fauchclaud024306	Claude Fauchet	Fauchet, Claude	http://viaf.org/95295244/	http://en.wikipedia.org/wiki/Claude_Fauchet_(revolutionist)	http://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Claude_Fauchet.jpg/220px-Claude_Fauchet.jpg
fauchsamue024768	Samuel Fauche	Fauche, Samuel	http://viaf.org/29620721/		
fauconberg005416	Thomas Belasyse, Earl Fauconberg	Belasyse, Thomas, Earl Fauconberg	http://viaf.org/66319186/		
faulkgeorg004299	George Faulkner	Faulkner, George	http://viaf.org/34511788/		
favarcharl001526	Charles Simon Favart	Favart, Charles Simon	http://viaf.org/32006642/	http://en.wikipedia.org/wiki/Charles_Simon_Favart	http://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Charles-Simon_Favart_by_Paul_Jourdy.jpg/220px-Charles-Simon_Favart_by_Paul_Jourdy.jpg
favarmarie001527	Marie Justine Benoîte Favart	Favart, Marie Justine Benoîte	http://viaf.org/46770732/	http://en.wikipedia.org/wiki/Marie_Favart	http://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Justine_Favart.jpg/300px-Justine_Favart.jpg
faveaaugus024219	baron Auguste François Faveau de Frénilly	Faveau de Frénilly, baron Auguste François	http://viaf.org/32429440/		
fawkeevera001530	Sir Everard Fawkener	Fawkener, Sir Everard	http://viaf.org/6955056/		
febigchris024589	Christian Febiger	Febiger, Christian	http://viaf.org/66328464/	http://en.wikipedia.org/wiki/Christian_Febiger	http://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Hans_Christian_Febiger.jpg/220px-Hans_Christian_Febiger.jpg
fegelfranc001208	François Fegeli de Seedorff	Fegeli de Seedorff, François	http://viaf.org/64348838/		
felicfortu000991	Fortunato Bartolomeo de Felice	Felice, Fortunato Bartolomeo de	http://viaf.org/14780406/	http://en.wikipedia.org/wiki/Fortunato_Felice	http://upload.wikimedia.org/wikipedia/en/thumb/d/db/Fortunato_Bartolommeo_de_Felice.gif/200px-Fortunato_Bartolommeo_de_Felice.gif
felljohn00004757	John Fell, bishop of Oxford	Fell, John, bishop of Oxford	http://viaf.org/73863567/	http://en.wikipedia.org/wiki/John_Fell_(clergyman)	http://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/John_Fell_by_Peter_Lely.jpg/170px-John_Fell_by_Peter_Lely.jpg
felmarie00001535	Marie Fel	Fel, Marie	http://viaf.org/275030/	http://en.wikipedia.org/wiki/Marie_Fel	http://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/MarieFel.jpg/220px-MarieFel.jpg
fennojohn0024573	John Fenno	Fenno, John	http://viaf.org/16289410/	http://en.wikipedia.org/wiki/John_Fenno	
fenoucharl001537	Charles Georges Fenouillot de Falbaire de Quingey	Fenouillot de Falbaire de Quingey, Charles Georges	http://viaf.org/34456459/		
fentoelija004989	Elijah Fenton	Fenton, Elijah	http://viaf.org/47705399/	http://en.wikipedia.org/wiki/Elijah_Fenton	
ferguadam0001541	Adam Ferguson	Ferguson, Adam	http://viaf.org/49279367/	http://en.wikipedia.org/wiki/Adam_Ferguson	http://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/ProfAdamFerguson.jpg/225px-ProfAdamFerguson.jpg
fermoarabe004990	Arabella Fermor	Fermor, Arabella	http://viaf.org/21575923/		
ferrejosej003828	José Joaquim Ferreira de Moura	Ferreira de Moura, José Joaquim	http://viaf.org/8929886/		
fersefredr024554	Greve Fredrik Axel von Fersen	Fersen, Greve Fredrik Axel von	http://viaf.org/2848375/		
fersehansa024525	Greve Hans Axel von Fersen	Fersen, Greve Hans Axel von	http://viaf.org/3264760/		
fessaetien001550	Étienne Fessard	Fessard, Étienne	http://viaf.org/71457400/		
fewwilli00024916	William Few	Few, William	http://viaf.org/6371392/		
fieldsarah005089	Sarah Fielding	Fielding, Sarah	http://viaf.org/12317897/	http://en.wikipedia.org/wiki/Sarah_Fielding	http://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Fielding-DavidSimple.png/220px-Fielding-DavidSimple.png
fieuxcharl000994	Charles de Fieux, chevalier de Mouhy	Fieux, Charles de, chevalier de Mouhy	http://viaf.org/9858280/		
finchdanie001557	Daniel Finch, 2nd earl of Nottingham	Finch, Daniel, 2nd earl of Nottingham	http://viaf.org/10658053/	http://en.wikipedia.org/wiki/Daniel_Finch,_2nd_Earl_of_Nottingham	http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Daniel_Finch%2C_2nd_Earl_of_Nottingham_and_7th_Earl_of_Winchilsea_by_Jonathan_Richardson.jpg/250px-Daniel_Finch%2C_2nd_Earl_of_Nottingham_and_7th_Earl_of_Winchilsea_by_Jonathan_Richardson.jpg
finchjohn0025461	Sir John Finch	Finch, Sir John	http://viaf.org/13116680/	http://en.wikipedia.org/wiki/John_Finch_(ambassador)	
findlrober001560	Robert Findlay	Findlay, Robert	http://viaf.org/24993699/		
fiqueannem023579	Anne Marie Fiquet Du Boccage	Fiquet Du Boccage, Anne Marie	http://viaf.org/295562398/		
firmithoma001565	Thomas Firmin	Firmin, Thomas	http://viaf.org/42187109/	http://en.wikipedia.org/wiki/Thomas_Firmin	
fischchris023928	Christian August Fischer	Fischer, Christian August	http://viaf.org/51823998/		
fitchjohn0024598	John Fitch	Fitch, John	http://viaf.org/806443/	http://en.wikipedia.org/wiki/John_Fitch_(inventor)	http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/John_Fitch_%28inventor%29.png/200px-John_Fitch_%28inventor%29.png
fitzhwilli024307	Sir William Fitzherbert, baronet	Fitzherbert, Sir William, baronet	http://viaf.org/55676462/		
fitzjcharl000598	Charles Fitzjames, duc de Fitzjames	Fitzjames, Charles, duc de Fitzjames	http://viaf.org/31955303/		
fitzmmary0024612	Mary Fitzmaurice, countess of Orkney	Fitzmaurice, Mary, countess of Orkney	http://viaf.org/73720946/	http://en.wikipedia.org/wiki/Mary_FitzMaurice,_4th_Countess_of_Orkney	
fitzraugus001569	Augustus Henry Fitzroy, 3rd duke of Grafton	Fitzroy, Augustus Henry, 3rd duke of Grafton	http://viaf.org/18143518/		
fitzrcharl005596	Charles Fitzroy, 2nd duke of Grafton	Fitzroy, Charles, 2nd duke of Grafton	http://viaf.org/75221571/	http://en.wikipedia.org/wiki/Charles_FitzRoy,_2nd_Duke_of_Grafton	http://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Charles_Fitzroy%2C_2nd_Duke_of_Grafton_by_William_Hoare.jpg/240px-Charles_Fitzroy%2C_2nd_Duke_of_Grafton_by_William_Hoare.jpg
fitzsthoma024912	Thomas Fitzsimons	Fitzsimons, Thomas	http://viaf.org/67949808/	http://en.wikipedia.org/wiki/Thomas_Fitzsimons	http://upload.wikimedia.org/wikipedia/commons/a/a9/Thomas_Fitzsimons.jpg
fj00000000004793	James Fraser	Fraser, James	http://viaf.org/96913428/		
flamsjohn0003647	John Flamsteed	Flamsteed, John	http://viaf.org/64164356/	http://en.wikipedia.org/wiki/John_Flamsteed	http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/John_Flamsteed.jpg/240px-John_Flamsteed.jpg
flaugpierr023525	Pierre Gilles Antoine Honoré Flaugergues	Flaugergues, Pierre Gilles Antoine Honoré	http://viaf.org/45082364/		
fletcandre024293	Andrew Fletcher of Saltoun	Fletcher of Saltoun, Andrew	http://viaf.org/74007847/	http://en.wikipedia.org/wiki/Andrew_Fletcher_(politician)	http://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/AndrewFletcher.jpg/260px-AndrewFletcher.jpg
fleurandre000085	Cardinal André Hercule de Fleury	Fleury, Cardinal André Hercule de	http://viaf.org/119658/	http://en.wikipedia.org/wiki/André-Hercule_de_Fleury	
fleurcharl001577	Charles Jean Baptiste Fleuriau, comte de Morville	Fleuriau, Charles Jean Baptiste, comte de Morville	http://viaf.org/10103014/	http://en.wikipedia.org/wiki/Charles_Jean-Baptiste_Fleuriau,_comte_de_Morville	http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/CHARLES-JEAN-BAPTISTE_FLEURIAU.jpg/220px-CHARLES-JEAN-BAPTISTE_FLEURIAU.jpg
fleurjosep001578	Joseph Jean Baptiste Fleuriau, seigneur d'Armenonville	Fleuriau, Joseph Jean Baptiste, seigneur d'Armenonville	http://viaf.org/27366371/		
floodhenry004129	Henry Flood	Flood, Henry	http://viaf.org/8200016/	http://en.wikipedia.org/wiki/Henry_Flood	http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Henry_Flood.jpg/220px-Henry_Flood.jpg
fonvidenis023523	Denis Ivanovich Fonvizin	Fonvizin, Denis Ivanovich	http://viaf.org/29630098/	http://en.wikipedia.org/wiki/Denis_Fonvizin	http://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Denis_Fonvizin.jpg/210px-Denis_Fonvizin.jpg
forbejames005740	James David Forbes	Forbes, James David	http://viaf.org/106965464/	http://en.wikipedia.org/wiki/James_David_Forbes	http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/James_David_Forbes.png/220px-James_David_Forbes.png
forbewilli001590	Sir William Forbes, 6th baronet	Forbes, Sir William, 6th baronet	http://viaf.org/29877039/		
fordydavid001591	David Fordyce	Fordyce, David	http://viaf.org/59159445/	http://en.wikipedia.org/wiki/David_Fordyce	
fordyjames024374	James Fordyce	Fordyce, James	http://viaf.org/957491/	http://en.wikipedia.org/wiki/James_Fordyce	http://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/James_Fordyce.jpg/220px-James_Fordyce.jpg
fordywilli024375	Sir William Fordyce	Fordyce, Sir William	http://viaf.org/22510525/		
formejeanh001593	Jean Henri Samuel Formey	Formey, Jean Henri Samuel	http://viaf.org/51703551/	http://en.wikipedia.org/wiki/Johann_Heinrich_Samuel_Formey	http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Formey.jpg/220px-Formey.jpg
formojeanb001594	Jean Baptiste Nicolas Formont	Formont, Jean Baptiste Nicolas	http://viaf.org/178335589/		
fortewilli004352	William Fortescue	Fortescue, William	http://viaf.org/16784493/	http://en.wikipedia.org/wiki/William_Fortescue	http://upload.wikimedia.org/wikipedia/en/thumb/5/54/Willfortescue.jpg/150px-Willfortescue.jpg
fortialexa024024	Alexandre Fortier	Fortier, Alexandre	http://viaf.org/95912845/		
fouchpaul0001597	Paul Foucher	Foucher, Paul	http://viaf.org/34808536/		
foulirober001599	Robert Foulis	Foulis, Robert	http://viaf.org/68981565/	http://en.wikipedia.org/wiki/Robert_Foulis_(printer)	
fountandre005492	Sir Andrew Fountaine	Fountaine, Sir Andrew	http://viaf.org/120202325/	http://en.wikipedia.org/wiki/Andrew_Fountaine_(architect)	http://upload.wikimedia.org/wikipedia/en/thumb/2/2a/AndrewFountaine2.JPG/350px-AndrewFountaine2.JPG
fouqufranc001600	François Georges Fouques Desfontaines	Fouques Desfontaines, François Georges	http://viaf.org/4928943/		
fowleedwar001603	Edward Fowler, bishop of Gloucester	Fowler, Edward, bishop of Gloucester	http://viaf.org/64129673/	http://en.wikipedia.org/wiki/Edward_Fowler	http://upload.wikimedia.org/wikipedia/commons/9/94/EdwardFowler.jpg
fownewilli005493	Sir William Fownes	Fownes, Sir William	http://viaf.org/24775792/		
foxcharl00001605	Charles James Fox	Fox, Charles James	http://viaf.org/39462521/	http://en.wikipedia.org/wiki/Charles_James_Fox	http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Charles_James_Fox_by_Karl_Anton_Hickel.jpg/250px-Charles_James_Fox_by_Karl_Anton_Hickel.jpg
foxhenry00024116	Henry Richard Vassall Fox, 3rd Baron Holland	Fox, Henry Richard Vassall, 3rd Baron Holland	http://viaf.org/56654210/	http://en.wikipedia.org/wiki/Henry_Vassall-Fox,_3rd_Baron_Holland	http://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Henry_Richard_Vassall_Fox%2C_3rd_Baron_Holland_by_Sir_George_Hayter.jpg/200px-Henry_Richard_Vassall_Fox%2C_3rd_Baron_Holland_by_Sir_George_Hayter.jpg
framenicol023520	Nicolas Étienne Framery	Framery, Nicolas Étienne	http://viaf.org/49249926/		
francnicol001144	Nicolas Louis François de Neufchâteau	François de Neufchâteau, Nicolas Louis	http://viaf.org/61545943/	http://en.wikipedia.org/wiki/François_de_Neufchâteau	
francphili003850	Sir Philip Francis	Francis, Sir Philip	http://viaf.org/44804/	http://en.wikipedia.org/wiki/Philip_Francis_(politician)	http://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/SirPhilipFrancis.jpg/200px-SirPhilipFrancis.jpg
frankbenja001626	Benjamin Franklin	Franklin, Benjamin	http://viaf.org/56609913/	http://en.wikipedia.org/wiki/Benjamin_Franklin	http://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/BenFranklinDuplessis.jpg/220px-BenFranklinDuplessis.jpg
frankwilli001628	William Temple Franklin	Franklin, William Temple	http://viaf.org/34840822/	http://en.wikipedia.org/wiki/William_Temple_Franklin	http://upload.wikimedia.org/wikipedia/commons/e/e9/William_temple_franklin_by_john_trumbull.gif
fredericki001636	Frederick II, king of Prussia	Frederick II, king of Prussia	http://viaf.org/12303200/		
