PeopleID	FullName	FullNameReversed	VIAFURL	WikipediaURL	WikipediaImageURL
hornejohan025664	Johannes van Horne	Horne, Johannes van	http://viaf.org/5983132/		
hornigeorg025665	Georgius Hornius	Hornius, Georgius	http://viaf.org/71469482/		
horslsamue001994	Samuel Horsley, bishop of St Asaph	Horsley, Samuel, bishop of St Asaph	http://viaf.org/39400117/	http://en.wikipedia.org/wiki/Samuel_Horsley	http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/SamuelHorsley.jpg/220px-SamuelHorsley.jpg
hortjosia0005461	Josiah Hort, archbishop of Tuam	Hort, Josiah, archbishop of Tuam	http://viaf.org/11267514/		
houdojeana001996	Jean Antoine Houdon	Houdon, Jean Antoine	http://viaf.org/59182549/	http://en.wikipedia.org/wiki/Jean-Antoine_Houdon	http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Paris_art_deco_boilly_houdon.jpg/300px-Paris_art_deco_boilly_houdon.jpg
houeljean0001997	Jean Houel	Houel, Jean	http://viaf.org/9945691/	http://en.wikipedia.org/wiki/Jean-Pierre_Houël	
howarcharl005144	Charles Howard, 11th duke of Norfolk	Howard, Charles, 11th duke of Norfolk	http://viaf.org/53219360/	http://en.wikipedia.org/wiki/Charles_Howard,_11th_Duke_of_Norfolk	http://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Charles_Howard%2C_11th_Duke_of_Norfolk_by_Thomas_Gainsborough.jpg/200px-Charles_Howard%2C_11th_Duke_of_Norfolk_by_Thomas_Gainsborough.jpg
howarfrede024301	Frederick Howard, 5th earl of Carlisle	Howard, Frederick, 5th earl of Carlisle	http://viaf.org/29965147/	http://en.wikipedia.org/wiki/Frederick_Howard,_5th_Earl_of_Carlisle	http://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Reynolds123.jpg/200px-Reynolds123.jpg
howarhenri002000	Henrietta Howard, countess of Suffolk	Howard, Henrietta, countess of Suffolk	http://viaf.org/42650601/		
howarjohne024625	John Eager Howard	Howard, John Eager	http://viaf.org/40925508/	http://en.wikipedia.org/wiki/John_Eager_Howard	http://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Johneagerhoward.jpg/220px-Johneagerhoward.jpg
howarthoma005190	Henry Howard	Howard, Henry	http://viaf.org/45847393/		
howarthoma005412	Thomas Howard, 3rd earl of Effingham	Howard, Thomas, 3rd earl of Effingham	http://viaf.org/142173681/	http://en.wikipedia.org/wiki/Thomas_Howard,_3rd_Earl_of_Effingham	
howitwilli024228	William Howitt	Howitt, William	http://viaf.org/22908301/	http://en.wikipedia.org/wiki/William_Howitt	http://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/William_Howitt_BritishLibraryuk_C3031-02.jpg/220px-William_Howitt_BritishLibraryuk_C3031-02.jpg
huberjean0002004	Jean Huber	Huber, Jean	http://viaf.org/22442050/	http://en.wikipedia.org/wiki/François_Huber	
hudsojohn0004789	John Hudson	Hudson, John	http://viaf.org/100222314/	http://en.wikipedia.org/wiki/John_Hudson_(classicist)	
huedearman002005	Armand Thomas Hue de Miromesnil	Hue de Miromesnil, Armand Thomas	http://viaf.org/29524866/		
hughejabez005005	Jabez Hughes	Hughes, Jabez	http://viaf.org/31861053/		
hughsjohn0025007	John Hughs	Hughs, John	http://viaf.org/36970448/		
huguefranc000818	Françoise Paule Huguet de Graffigny	Huguet de Graffigny, Françoise Paule	http://viaf.org/36919157/	http://en.wikipedia.org/wiki/Françoise_de_Graffigny	
hullojohn0003891	Sir John Hullock	Hullock, Sir John	http://viaf.org/235595583/		
humbofried025107	Friedrich Wilhelm Alexander von Humboldt	Humboldt, Friedrich Wilhelm Alexander von	http://viaf.org/95193235/	http://en.wikipedia.org/wiki/Alexander_von_Humboldt	http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/AvHumboldt.jpg/200px-AvHumboldt.jpg
humedavid0002009	David Hume	Hume, David	http://viaf.org/49226972/	http://en.wikipedia.org/wiki/David_Hume	http://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Painting_of_David_Hume.jpg/200px-Painting_of_David_Hume.jpg
humejosep0023894	Joseph Hume	Hume, Joseph	http://viaf.org/10644699/	http://en.wikipedia.org/wiki/Joseph_Hume	http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Joseph_Hume_by_John_Whitehead_Walton_cropped.jpg/220px-Joseph_Hume_by_John_Whitehead_Walton_cropped.jpg
humphdavid002010	David Humphreys	Humphreys, David	http://viaf.org/100220361/	http://en.wikipedia.org/wiki/David_Humphreys_(soldier)	http://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Colonel_David_Humphreys_by_Gilbert_Stuart.jpeg/300px-Colonel_David_Humphreys_by_Gilbert_Stuart.jpeg
humphozias005192	Ozias Humphry	Humphry, Ozias	http://viaf.org/18878493/		
huntejames002013	Sir James Hunter Blair, 1st baronet	Hunter Blair, Sir James, 1st baronet	http://viaf.org/12184794/		
hunterober003664	Robert Hunter	Hunter, Robert	http://viaf.org/70290445/	http://en.wikipedia.org/wiki/Robert_Hunter_(governor)	http://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Robert_Hunter_%28governor%29.jpg/220px-Robert_Hunter_%28governor%29.jpg
huntewilli002014	William Hunter	Hunter, William	http://viaf.org/41937557/		
huntibenja024853	Benjamin Huntington	Huntington, Benjamin	http://viaf.org/28656576/	http://en.wikipedia.org/wiki/Benjamin_Huntington	http://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Benjamin_Huntington.JPG/220px-Benjamin_Huntington.JPG
huntisamue024616	Samuel Huntington	Huntington, Samuel	http://viaf.org/50038111/	http://en.wikipedia.org/wiki/Samuel_Huntington_(statesman)	http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Samuel_Huntington_-_Charles_Willson_Peale.jpg/220px-Samuel_Huntington_-_Charles_Willson_Peale.jpg
huntleigh0003892	Leigh Hunt	Hunt, Leigh	http://viaf.org/54166412/	http://en.wikipedia.org/wiki/James_Henry_Leigh_Hunt	http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/James_Henry_Leigh_Hunt_by_Benjamin_Robert_Haydon.jpg/220px-James_Henry_Leigh_Hunt_by_Benjamin_Robert_Haydon.jpg
hurdijames017205	James Hurdis	Hurdis, James	http://viaf.org/25978996/	http://en.wikipedia.org/wiki/James_Hurdis	
hurdricha0002015	Richard Hurd, bishop of Worcester	Hurd, Richard, bishop of Worcester	http://viaf.org/12417397/	http://en.wikipedia.org/wiki/Richard_Hurd_(bishop)	http://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Richard-Hurd%2C-Bishop-of-Worcester.jpg/220px-Richard-Hurd%2C-Bishop-of-Worcester.jpg
husaugus00023455	Auguste Hus	Hus, Auguste	http://viaf.org/107598271/		
huskiwilli003893	William Huskisson	Huskisson, William	http://viaf.org/52625958/	http://en.wikipedia.org/wiki/William_Huskisson	http://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/William_Huskisson_by_Richard_Rothwell.jpg/200px-William_Huskisson_by_Richard_Rothwell.jpg
husseeliza025285	Lady Elizabeth Hussey	Hussey, Lady Elizabeth	http://viaf.org/51625624/		
hutchfranc002016	Francis Hutcheson	Hutcheson, Francis	http://viaf.org/51735420/	http://en.wikipedia.org/wiki/Francis_Hutcheson_(philosopher)	http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Francis_Hutcheson_b1694.jpg/220px-Francis_Hutcheson_b1694.jpg
hutchjohnh004133	John Hely Hutchinson	Hutchinson, John Hely	http://viaf.org/43858028/	http://en.wikipedia.org/wiki/John_Hely-Hutchinson_(statesman)	http://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/John_Hely-Hutchinson.jpg/200px-John_Hely-Hutchinson.jpg
huttogeorg004095	George Henry Hutton	Hutton, George Henry	http://viaf.org/138283578/		
huttojames002018	James Hutton	Hutton, James	http://viaf.org/2479262/	http://en.wikipedia.org/wiki/James_Hutton	http://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Hutton_James_portrait_Raeburn.jpg/220px-Hutton_James_portrait_Raeburn.jpg
huttojohn0002019	John Hutton	Hutton, John	http://viaf.org/41787589/		
huttowilli002020	William Hutton	Hutton, William	http://viaf.org/73844120/	http://en.wikipedia.org/wiki/William_Hutton_(historian)	http://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Exeter_Bridge_William_Hutton.jpg/200px-Exeter_Bridge_William_Hutton.jpg
huygechris004563	Christiaan Huygens	Huygens, Christiaan	http://viaf.org/9894043/	http://en.wikipedia.org/wiki/Christiaan_Huygens	http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Christiaan_Huygens.jpg/200px-Christiaan_Huygens.jpg
huygeconst024470	Constantijn Huygens	Huygens, Constantijn	http://viaf.org/9894043/	http://en.wikipedia.org/wiki/Christiaan_Huygens	http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Christiaan_Huygens.jpg/200px-Christiaan_Huygens.jpg
hydeedwar0024266	Edward Hyde, 1st earl of Clarendon	Hyde, Edward, 1st earl of Clarendon	http://viaf.org/4940582/	http://en.wikipedia.org/wiki/Edward_Hyde,_1st_Earl_of_Clarendon	http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/WH_1st_Earl_of_Clarendon.png/200px-WH_1st_Earl_of_Clarendon.png
hydethoma0025377	Thomas Hyde	Hyde, Thomas	http://viaf.org/37848733/	http://en.wikipedia.org/wiki/Thomas_Hyde	
ingenjan00002043	Jan Ingenhousz	Ingenhousz, Jan	http://viaf.org/37260075/	http://en.wikipedia.org/wiki/Jan_Ingenhousz	http://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Jan_Ingenhousz.jpg/230px-Jan_Ingenhousz.jpg
ingercharl003895	Charles Jared Ingersoll	Ingersoll, Charles Jared	http://viaf.org/36984173/	http://en.wikipedia.org/wiki/Charles_Jared_Ingersoll	
ingerjared024734	Jared Ingersoll	Ingersoll, Jared	http://viaf.org/77777912/	http://en.wikipedia.org/wiki/Jared_Ingersoll	http://upload.wikimedia.org/wikipedia/commons/f/fc/Jared_Ingersoll.jpg
irailsimon002047	Simon Augustin Irailh	Irailh, Simon Augustin	http://viaf.org/41974308/		
iredejames024627	James Iredell	Iredell, James	http://viaf.org/37829616/	http://en.wikipedia.org/wiki/James_Iredell	http://upload.wikimedia.org/wikipedia/commons/thumb/0/06/JamesIredell.jpg/220px-JamesIredell.jpg
irelasamue005194	Samuel Ireland	Ireland, Samuel	http://viaf.org/7815755/	http://en.wikipedia.org/wiki/Samuel_Ireland	
iriarberna001022	Bernardo de Iriarte	Iriarte, Bernardo de	http://viaf.org/80597015/		
irvine0000005426	Henry Ingram, 7th Viscount Irvine	Ingram, Henry, 7th Viscount Irvine	http://viaf.org/240918426/		
iseliisaac002050	Isaac Iselin	Iselin, Isaac	http://viaf.org/46785263/	http://en.wikipedia.org/wiki/Isaak_Iselin	http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Iselin_Isaak.jpg/220px-Iselin_Isaak.jpg
ivernfranc000820	François Henri d'Ivernois	Ivernois, François Henri d'	http://viaf.org/24699364/		
ivernfranc000821	Sir Francis d'Ivernois	Ivernois, Sir Francis d'	http://viaf.org/47105873/		
izardralph002051	Ralph Izard	Izard, Ralph	http://viaf.org/18757579/	http://en.wikipedia.org/wiki/Ralph_Izard	http://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Mr_and_Mrs_Ralph_Izard_by_John_Singleton_Copley_1775.jpeg/240px-Mr_and_Mrs_Ralph_Izard_by_John_Singleton_Copley_1775.jpeg
jackshenry024966	Henry Jackson	Jackson, Henry	http://viaf.org/31272481/	http://en.wikipedia.org/wiki/Henry_Jackson_(general)	http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/HenryJacksonByGilbertStuart.jpg/300px-HenryJacksonByGilbertStuart.jpg
jacksjames024879	James Jackson	Jackson, James	http://viaf.org/58926378/	http://en.wikipedia.org/wiki/James_Jackson_(politician)	http://upload.wikimedia.org/wikipedia/commons/2/2f/JamesJackson.jpg
jacksrandl005196	Randle Jackson	Jackson, Randle	http://viaf.org/67952359/		
jackswilli024635	William Jackson	Jackson, William	http://viaf.org/58048432/		
jacobfried023447	Friedrich Heinrich Jacobi	Jacobi, Friedrich Heinrich	http://viaf.org/59084105/	http://en.wikipedia.org/wiki/Friedrich_Heinrich_Jacobi	http://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/FH_Jacobi.jpg/220px-FH_Jacobi.jpg
jacqucharl024242	Charles Jean Baptiste Jacquot	Jacquot, Charles Jean Baptiste	http://viaf.org/64009462/		
jacqufranc002059	François Jacquier	Jacquier, François	http://viaf.org/36964441/	http://en.wikipedia.org/wiki/François_Jacquier	
jagoricha0004308	Richard Jago	Jago, Richard	http://viaf.org/63873146/		
jallajean0002061	Jean Jallabert	Jallabert, Jean	http://viaf.org/9970490/		
jamesjohn0003896	John James	James, John	http://viaf.org/12709548/		
jarigphili003483	Philipp Joseph von Jariges	Jariges, Philipp Joseph von	http://viaf.org/42619690/		
jaucolouis001023	Louis de Jaucourt	Jaucourt, Louis de	http://viaf.org/51744988/	http://en.wikipedia.org/wiki/Louis_de_Jaucourt	http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/ChevalierLouisJaucourt.jpg/220px-ChevalierLouisJaucourt.jpg
jayjohn000002069	John Jay	Jay, John	http://viaf.org/49254995/	http://en.wikipedia.org/wiki/John_Jay	http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/John_Jay_%28Gilbert_Stuart_portrait%29.jpg/220px-John_Jay_%28Gilbert_Stuart_portrait%29.jpg
jeanbandre023443	André Jeanbon	Jeanbon, André	http://viaf.org/17255912/	http://en.wikipedia.org/wiki/Jean_Bon_Saint-André	
jeandfranc023140	Françoise Éléonore Dejean de Manville, comtesse de Sabran	Dejean de Manville, Françoise Éléonore, comtesse de Sabran	http://viaf.org/51909949/		
jeffethoma002080	Thomas Jefferson	Jefferson, Thomas	http://viaf.org/41866059/	http://en.wikipedia.org/wiki/Thomas_Jefferson	http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Thomas_Jefferson_by_Rembrandt_Peale%2C_1800.jpg/220px-Thomas_Jefferson_by_Rembrandt_Peale%2C_1800.jpg
jekyljosep017218	Joseph Jekyll	Jekyll, Joseph	http://viaf.org/37268822/		
jerniedwar005200	Edward Jerningham	Jerningham, Edward	http://viaf.org/47117177/		
jervacharl005508	Charles Jervas	Jervas, Charles	http://viaf.org/30832541/	http://en.wikipedia.org/wiki/Charles_Jervas	http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Mary_Wortley_Montagu_by_Charles_Jervas%2C_after_1716.jpg/220px-Mary_Wortley_Montagu_by_Charles_Jervas%2C_after_1716.jpg
johnethoma003898	Thomas Johnes	Johnes, Thomas	http://viaf.org/62351038/	http://en.wikipedia.org/wiki/Thomas_Johnes	http://upload.wikimedia.org/wikipedia/commons/c/ce/Thomas_Johnes.jpg
johnsesthe005577	Esther Johnson	Johnson, Esther	http://viaf.org/50038614/	http://en.wikipedia.org/wiki/Esther_Johnson	http://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Millais_Vanessa.jpg/170px-Millais_Vanessa.jpg
johnsjames002095	James Johnstoun	Johnstoun, James	http://viaf.org/255676418/		
johnsjames025113	James Finlay Weir Johnston	Johnston, James Finlay Weir	http://viaf.org/22912139/		
johnsjohn0004096	John Johnston	Johnston, John	http://viaf.org/71238123/		
johnsjohn0017209	John Johnson	Johnson, John	http://viaf.org/12237655/		
johnsjosep017219	Joseph Johnson	Johnson, Joseph	http://viaf.org/7617625/	http://en.wikipedia.org/wiki/Joseph_Johnson_(publisher)	http://upload.wikimedia.org/wikipedia/commons/thumb/7/78/JosephJohnson.jpeg/220px-JosephJohnson.jpeg
johnsmauri004354	Maurice Johnson	Johnson, Maurice	http://viaf.org/41722742/	http://en.wikipedia.org/wiki/Maurice_Johnson_(antiquary)	http://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Maurice_Johnson.jpg/200px-Maurice_Johnson.jpg
johnssamue002091	Samuel Johnson	Johnson, Samuel	http://viaf.org/7406725/	http://en.wikipedia.org/wiki/Samuel_Johnson	http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Samuel_Johnson_by_Joshua_Reynolds.jpg/220px-Samuel_Johnson_by_Joshua_Reynolds.jpg
johnssamue024990	Samuel Johnston	Johnston, Samuel	http://viaf.org/4796568/	http://en.wikipedia.org/wiki/Samuel_Johnston	http://upload.wikimedia.org/wikipedia/commons/c/cc/NC-Congress-SamuelJohnston.JPG
johnswilli002093	William Johnston	Johnston, William	http://viaf.org/5894754/		
johnswilli024975	William Samuel Johnson	Johnson, William Samuel	http://viaf.org/72238815/	http://en.wikipedia.org/wiki/William_Samuel_Johnson	http://upload.wikimedia.org/wikipedia/en/thumb/f/f7/WSJpd.jpg/220px-WSJpd.jpg
jolydguill002099	Guillaume François Joly de Fleury	Joly de Fleury, Guillaume François	http://viaf.org/64790074/		
jolydguill023438	Guillaume François Louis Joly de Fleury	Joly de Fleury, Guillaume François Louis	http://viaf.org/49534845/		
jolydjeanf002100	Jean François Joly de Fleury	Joly de Fleury, Jean François	http://viaf.org/206158202/		
jolyoclaud002103	Claude Prosper Jolyot de Crébillon	Jolyot de Crébillon, Claude Prosper	http://viaf.org/24600044/	http://en.wikipedia.org/wiki/Claude_Prosper_Jolyot_de_Crébillon	
jolyoprosp002104	Prosper Jolyot de Crébillon	Jolyot de Crébillon, Prosper	http://viaf.org/93518336/	http://en.wikipedia.org/wiki/Prosper_Jolyot_de_Crébillon	
jonesgeorg024325	George Jones	Jones, George	http://viaf.org/295330384/		
joneshenry024382	Henry Jones	Jones, Henry	http://viaf.org/1850/	http://en.wikipedia.org/wiki/Henry_Jones_(poet)	
joneshenry025508	Henry Jones, bishop of Meath	Jones, Henry, bishop of Meath	http://viaf.org/74957407/		
jonesjohn0005664	John Jones	Jones, John	http://viaf.org/3894240/		
jonesjosep002107	Joseph Jones	Jones, Joseph	http://viaf.org/65880727/	http://en.wikipedia.org/wiki/Joseph_Jones_(Virginia)	
jordacharl002110	Charles Étienne Jordan	Jordan, Charles Étienne	http://viaf.org/69022215/		
jordadorot024572	Dorothy Jordan	Jordan, Dorothy	http://viaf.org/817367/	http://en.wikipedia.org/wiki/Dorothea_Jordan	http://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Dorothy_Jordan.jpg/220px-Dorothy_Jordan.jpg
joreclaud0002111	Claude François Jore	Jore, Claude François	http://viaf.org/59235344/		
jourdberna025090	Bernard René Jourdan de Launay	Launay, Bernard René Jourdan de	http://viaf.org/76221031/		
jovelgaspa003942	Gaspar Melchor de Jovellanos	Jovellanos, Gaspar Melchor de	http://viaf.org/88937355/	http://en.wikipedia.org/wiki/Gaspar_Melchor_de_Jovellanos	http://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Francisco_de_Goya_y_Lucientes_-_Gaspar_Melchor_de_Jovellanos.jpg/250px-Francisco_de_Goya_y_Lucientes_-_Gaspar_Melchor_de_Jovellanos.jpg
jullimarca003900	Marc Antoine Jullien	Jullien, Marc Antoine	http://viaf.org/39368005/		
jullimarca024306	Marc Antoine Jullien, fils	Jullien, Marc Antoine, fils	http://viaf.org/76375537/	http://en.wikipedia.org/wiki/Marc-Antoine_Jullien_de_Paris	
jurinjames002120	James Jurin	Jurin, James	http://viaf.org/29688630/	http://en.wikipedia.org/wiki/James_Jurin	
jussifranc023433	François Mamert de Jussieu	Jussieu, François Mamert de	http://viaf.org/36909649/		
justehenri004798	Henri Justel	Justel, Henri	http://viaf.org/61878550/	http://en.wikipedia.org/wiki/Henri_Justel	
kahleludwi002125	Ludwig Martin Kahle	Kahle, Ludwig Martin	http://viaf.org/31986503/		
karamnikol023432	Nikolai Mikhailovich Karamzin	Karamzin, Nikolai Mikhailovich	http://viaf.org/71438262/	http://en.wikipedia.org/wiki/Nikolay_Karamzin	http://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Tropinin_karamzin.JPG/220px-Tropinin_karamzin.JPG
kearndyre0024738	Dyre Kearney	Kearney, Dyre	http://viaf.org/9711346/		
keategeorg002130	George Keate	Keate, George	http://viaf.org/37120846/		
keilljohn0002132	John Keill	Keill, John	http://viaf.org/9926861/	http://en.wikipedia.org/wiki/John_Keill	
keithjames002135	James Francis Edward Keith	Keith, James Francis Edward	http://viaf.org/47659974/	http://en.wikipedia.org/wiki/James_Francis_Edward_Keith	http://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Pesne_James_Keith_unframed.jpg/220px-Pesne_James_Keith_unframed.jpg
kellymicha005202	Michael Kelly	Kelly, Michael	http://viaf.org/51703902/	http://en.wikipedia.org/wiki/Michael_Kelly_(tenor)	
kembljohnp005203	John Philip Kemble	Kemble, John Philip	http://viaf.org/74763759/	http://en.wikipedia.org/wiki/John_Philip_Kemble	http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/John_Philip_Kemble_Hamlet_1802.jpg/250px-John_Philip_Kemble_Hamlet_1802.jpg
kennewhite024139	White Kennet, bishop of Peterborough	Kennet, White, bishop of Peterborough	http://viaf.org/27095804/	http://en.wikipedia.org/wiki/White_Kennett	http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/WhiteKennett.jpg/220px-WhiteKennett.jpg
kenyolloyd005205	Lloyd Kenyon, 1st Baron Kenyon	Kenyon, Lloyd, 1st Baron Kenyon	http://viaf.org/17584069/	http://en.wikipedia.org/wiki/Lloyd_Kenyon,_1st_Baron_Kenyon	http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Lloyd_Kenyon%2C_1st_Baron_Kenyon_by_William_Davison.jpg/220px-Lloyd_Kenyon%2C_1st_Baron_Kenyon_by_William_Davison.jpg
kincaalexa002142	Alexander Kincaid	Kincaid, Alexander	http://viaf.org/39241855/		
kingedmun0025378	Edmund King	King, Edmund	http://viaf.org/17118124/		
kingpeter0002144	Peter King, 1st Baron King of Ockham	King, Peter, 1st Baron King of Ockham	http://viaf.org/70060010/	http://en.wikipedia.org/wiki/Peter_King,_1st_Baron_King	http://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Peter_King%2C_1st_Baron_King_of_Ockham_by_Daniel_De_Coning.jpg/200px-Peter_King%2C_1st_Baron_King_of_Ockham_by_Daniel_De_Coning.jpg
kingrufus0024906	Rufus King	King, Rufus	http://viaf.org/10224864/	http://en.wikipedia.org/wiki/Rufus_King	http://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Rufus_King_-_National_Portrait_Gallery.JPG/300px-Rufus_King_-_National_Portrait_Gallery.JPG
kingwilli0005453	William King, archbishop of Dublin	King, William, archbishop of Dublin	http://viaf.org/66618347/	http://en.wikipedia.org/wiki/William_King_(archbishop)	http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Monasticon_Hibernicum_1876_Frontispiece_William_King.png/220px-Monasticon_Hibernicum_1876_Frontispiece_William_King.png
kingwilli0024305	William King	King, William	http://viaf.org/20492585/		
kinnadougl005206	Douglas Kinnaird	Kinnaird, Douglas	http://viaf.org/64363794/	http://en.wikipedia.org/wiki/Douglas_Kinnaird	http://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Douglas_Kinnaird_Smith.jpg/220px-Douglas_Kinnaird_Smith.jpg
kirchnikla023430	Niklaus Anton Kirchberger	Kirchberger, Niklaus Anton	http://viaf.org/62915425/		
klopsfried005666	Friedrich Gottlieb Klopstock	Klopstock, Friedrich Gottlieb	http://viaf.org/44312220/	http://en.wikipedia.org/wiki/Friedrich_Gottlieb_Klopstock	http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Klopstock_%28F%C3%BC%C3%9Fli%29.jpg/220px-Klopstock_%28F%C3%BC%C3%9Fli%29.jpg
knaptjohn0025012	John Knapton	Knapton, John	http://viaf.org/45105315/		
knellgodfr005007	Sir Godfrey Kneller	Kneller, Sir Godfrey	http://viaf.org/74127041/	http://en.wikipedia.org/wiki/Godfrey_Kneller	http://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Godfrey_Kneller_Selfportrait.jpg/220px-Godfrey_Kneller_Selfportrait.jpg
knighhenri004310	Henrietta Knight, Lady Luxborough	Knight, Henrietta, Lady Luxborough	http://viaf.org/66345272/		
knighrober005359	Robert Knight	Knight, Robert	http://viaf.org/33714133/		
knoxhenry0002151	Henry Knox	Knox, Henry	http://viaf.org/17657529/	http://en.wikipedia.org/wiki/Henry_Knox	http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Henry_Knox_by_Peale.jpg/220px-Henry_Knox_by_Peale.jpg
knoxwilli0024586	William Knox	Knox, William	http://viaf.org/64038543/		
koejohnh00002153	John Herbert Koe	Koe, John Herbert	http://viaf.org/73411431/		
konigjohan002124	Johann Samuel König	König, Johann Samuel	http://viaf.org/66494565/	http://en.wikipedia.org/wiki/Johann_Samuel_König	
kunzlmarti023424	Martin Künzli	Künzli, Martin	http://viaf.org/47154895/		
labaulouis001030	Louis César de La Baume Le Blanc, duc de La Vallière	La Baume Le Blanc, Louis César de, duc de La Vallière	http://viaf.org/41883842/	http://en.wikipedia.org/wiki/Louis_César_de_La_Baume_Le_Blanc	
lablejacqu023423	Jacques Lablée	Lablée, Jacques	http://viaf.org/2566670/		
laborjeanb001080	Jean Benjamin de Laborde	Laborde, Jean Benjamin de	http://viaf.org/44320275/		
laborjeanj001081	Jean Joseph de Laborde	Laborde, Jean Joseph de	http://viaf.org/294857211/		
laconcharl001037	Charles Marie de La Condamine	La Condamine, Charles Marie de	http://viaf.org/14772060/	http://en.wikipedia.org/wiki/Charles_Marie_de_La_Condamine	http://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Charles_Marie_de_La_Condamine_1701-1774.jpg/280px-Charles_Marie_de_La_Condamine_1701-1774.jpg
lacrepierr001082	Pierre Louis de Lacretelle	Lacretelle, Pierre Louis de	http://viaf.org/41880817/	http://en.wikipedia.org/wiki/Jean_Charles_Dominique_de_Lacretelle	http://upload.wikimedia.org/wikipedia/commons/c/c1/Charles_de_Lacretelle.jpg
lacropierr001040	Pierre Firmin de La Croix	La Croix, Pierre Firmin de	http://viaf.org/32051528/		
lacywillo0005208	Willoughby Lacy	Lacy, Willoughby	http://viaf.org/88476732/		
lafaretien001083	Étienne de Lafargue	Lafargue, Étienne de	http://viaf.org/10087547/		
lafitanneg023230	Anne Gédéon Lafitte, marquis de Pelleport	Lafitte, Anne Gédéon, marquis de Pelleport	http://viaf.org/76304029/		
lafitmarie023416	Marie Élisabeth de La Fite	La Fite, Marie Élisabeth de	http://viaf.org/54253278/		
lagalantoi004451	Antoine Chaumont de La Galaizière	Chaumont de La Galaizière, Antoine	http://viaf.org/7381930/		
lagetguill023415	Guillaume Laget	Laget, Guillaume	http://viaf.org/210064073/		
laharjeanf001044	Jean François de La Harpe	La Harpe, Jean François de	http://viaf.org/13119/	http://en.wikipedia.org/wiki/Jean-François_de_La_Harpe	
lahuerinie024162	François Robichon de La Guérinière	Robichon de La Guérinière, François	http://viaf.org/17224955/		
lakanjosep023933	Joseph Lakanal	Lakanal, Joseph	http://viaf.org/56688827/	http://en.wikipedia.org/wiki/Joseph_Lakanal	http://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Joseph_Lakanal.jpg/150px-Joseph_Lakanal.jpg
lalivadela002197	Adelaïde Edmée Lalive de La Briche	Lalive de La Briche, Adelaïde Edmée	http://viaf.org/28222576/		
lalivangel023412	Ange Laurent Lalive de Jully	Lalive de Jully, Ange Laurent	http://viaf.org/29806392/		
