PeopleID	FullName	WikipediaURL	VIAFURL	KnowledgeNetwork	SocialNetwork	ProfessionalNetwork	ReligiousNetwork	Gender	Nationality
butlejames024574	James Butler, 2nd duke of Ormonde				Military, Elite			Male	Irish
butlemary0005593	Mary Butler, duchess of Ormonde				Elite			Female	English
butlepierc024899	Pierce Butler	http://en.wikipedia.org/wiki/Pierce_Butler	http://viaf.org/23355186/		Military, Elite, Government	Planter		Male	American
buttamathi023654	Mattéo Buttafoco, comte Buttafoco		http://viaf.org/21155708/		Military			Male	Corsican
buttojosep004232	Joseph Button					Publishing		Male	English
byeloaleks000493	Prince Aleksandr Mikhailovich Byeloselsky-Byelosersky				Court, Elite, Government			Male	Russian
bylesmathe004954	Mather Byles	http://en.wikipedia.org/wiki/Mather_Byles	http://viaf.org/36995236/	Letters_Literary		Artist	Clergy	Male	American
byngjohn00000494	John Byng	http://en.wikipedia.org/wiki/John_Byng	http://viaf.org/60023386/		Military	Maritime		Male	English
byssejohn0025259	John Bysse					Legal		Male	Irish
bythewilli025472	William Bythesea							Male	English
cabanjeanb004460	Jean Baptiste Cabanis de Salagnac		http://viaf.org/32335281/	Sciences_Natural		Gardening-farming		Male	French
cabanpierr000498	Pierre Jean Georges Cabanis	http://en.wikipedia.org/wiki/Pierre_Jean_George_Cabanis	http://viaf.org/8452/	Sciences_Medical		Medical		Male	French
cabetanneh023941	Anne Henri Cabet de Dampmartin		http://viaf.org/39475597/	Letters_Literary	Military, Government			Male	French
cadelthoma000499	Thomas Cadell	http://en.wikipedia.org/wiki/Thomas_Cadell_(publisher)	http://viaf.org/100920895/			Publishing		Male	English
cadogwilli005323	William Cadogan, 1st Earl Cadogan							Male	English
cadotlouis024019	Louis Cadot							Male	French
cadwalambe024891	Lambert Cadwalader				Military, Government			Male	American
caesamary0005538	Mary Caesar		http://viaf.org/42079342/			Gardening-farming		Female	English
caffijeanj000500	Jean Jacques Caffiéri		http://viaf.org/67368373/			Artist		Male	French
cahagne000023653	abbé — Cahagne			Letters_Literary	Court			Male	French
cahouet000023787	— Cahoüet					Domestic		Male	French
cailhjeanf000501	Jean François Cailhava de L'Estendoux		http://viaf.org/56646628/	Letters_Literary		Artist, Cultural		Male	French
caillandre000503	André Charles Cailleau		http://viaf.org/19675360/	Letters_Literary		Trade-merchant, Cultural, Publishing		Male	French
caillantoi000502	Antoine Bernard Caillard		http://viaf.org/7530410/					Male	French
caireantoi000504	Antoine Caire-Morand					Artisan, Finance-banking		Male	French
cairefranc000926	François de Caire				Military			Male	French
cairemarie000927	Marie Elisabeth de Caire				Military			Female	French
calasanner000505	Anne Rose Calas					Trade-merchant		Female	French
calasanner024843	Anne Rose Calas							Female	French
call000000024532	Mr — Call							Male	English?
callageorg005121	Georgiana Callander				Elite			Female	Scottish
callot0000023988	François Charles Callot					Legal		Male	French
calmeaugus000507	Augustin Calmet	http://en.wikipedia.org/wiki/Antoine_Augustin_Calmet	http://viaf.org/24619702/	Letters_Antiquarian, Letters_Religious			Clergy	Male	French
calogangel000508	Angelo Calogerà		http://viaf.org/59835540/	Letters, Letters_Literary, Letters_Antiquarian	Government	Cultural	Clergy	Male	Italian
caltojacob004292	Rev. Jacob Calton			Letters_Literary			Clergy	Male	English
calvemary0000509	Lady Mary Calverley							Female	English
camaspaulh003470	Paul Heinrich Tilio von Camas				Military			Male	German
cambiisaac000511	Isaac Cambiague				Elite, Government			Male	Swiss
cambrydeka000513	— Cambry de Kansquer							Male	French?
cameraenea004912	Æneas Cameron					Trade-merchant		Male	Canadian
camerdonal000514	Donald Cameron					Academic		Male	Scottish
camerdunca004913	Duncan Cameron					Trade-merchant		Male	Canadian
camerronal004914	Ronald Cameron					Trade-merchant		Male	Canadian
campami000024141	Ami Camp					Finance-banking		Male	Swiss
campapierr023651	Pierre Dominique Campan		http://viaf.org/261576253/	Letters_Literary	Court			Male	French
campbarchi000518	Archibald Campbell, 3rd duke of Argyll	http://en.wikipedia.org/wiki/Archibald_Campbell,_3rd_Duke_of_Argyll	http://viaf.org/50166472/	Letters_Antiquarian	Government			Male	Scottish
campbarchi024552	Archibald Campbell					Legal		Male	Scottish
campbarchi024761	Archibald Campbell, the younger			Letters_Literary				Male	Scottish
campbarthu024617	Arthur Campbell				Military, Government			Male	American
campbellam000517	Campbell &amp; White					Maritime, Trade-merchant		Group	English
campbgeorg000520	George Campbell	http://en.wikipedia.org/wiki/George_Campbell_(Presbyterian_minister)	http://viaf.org/39426153/	Letters_Religious		Academic	Clergy	Male	Scottish
campbhughh005004	Hugh Hume Campbell, 3rd earl of Marchmont	http://en.wikipedia.org/wiki/Hugh_Hume-Campbell,_3rd_Earl_of_Marchmont	http://viaf.org/76325946/		Government			Male	Scottish
campbjohn0005594	John Campbell, 2nd duke of Argyll				Military, Government			Male	Scottish
campbjohn0024360	John Campbell	http://en.wikipedia.org/wiki/John_Campbell_(author)	http://viaf.org/51715359/	Letters_Literary				Male	Scottish
campbjohn0024596	John Campbell, 4th earl of Loudoun	http://en.wikipedia.org/wiki/John_Campbell,_4th_Earl_of_Loudoun	http://viaf.org/2331192/		Military, Elite			Male	Scottish
campbjohn0024927	Rev. John Campbell					Academic	Clergy	Male	American
campbjohn0025089	Rev. John Campbell							Male	Scottish
campbjohn0025227	John Campbell, 2nd marquess of Breadalbane	http://en.wikipedia.org/wiki/John_Campbell,_2nd_Marquess_of_Breadalbane	http://viaf.org/86384078/		Court, Government			Male	Scottish
campemarie001962	Marie Charlotte Hippolyte de Campet de Saujon, comtesse de Boufflers							Female	French
campipaolo000523	conte Paolo Emilio Campi				Elite			Male	Italian
campmarth0000516	Marthe Camp, vicomtesse de Bombelles				Elite			Female	French
camus00000024017	M. — Camus					Legal		Male	French
camusarman023650	Armand Gaston Camus	http://en.wikipedia.org/wiki/Armand-Gaston_Camus	http://viaf.org/69030024/	Political economy	Government			Male	French
camusfrede023649	Frédéric de Camus					Legal		Male	French
camusgeoff000524	Geoffroy Macé Camus de Pontcarré		http://viaf.org/195093994/			Legal		Male	French
camusjeanb023977	Jean Baptiste Élie Camus de Pontcarré							Male	French
camusjeanj024026	Jean Jacques Camuset					Legal		Male	French
canavgiova023648	Giovan Battista Canavasso					Artist		Male	Italian
candfranc0000525	François David Cand						Clergy	Male	Swiss
candoaugus000929	Augustin de Candolle				Government	Legal, Finance-banking		Male	Swiss
cangajose0003745	José Canga Argüelles	http://en.wikipedia.org/wiki/José_Canga-Argüelles	http://viaf.org/34636566/					Male	Spanish
cannemarie004416	Marie Sophie Caroline Cannet							Female	French
cannemarie023646	Marie Henriette Cannet							Female	French
cannigeorg003789	George Canning	http://en.wikipedia.org/wiki/George_Canning	http://viaf.org/7443935/					Male	English
cannimehit005122	Mehitabel Canning					Trade-merchant		Female	Irish
cannistrat005123	Stratford Canning					Trade-merchant, Finance-banking		Male	Irish
canteantio000526	Antioch Cantemir	http://en.wikipedia.org/wiki/Antiochus_Kantemir	http://viaf.org/42100725/	Letters_Literary	Elite, Government	Artist		Male	Moldavian
capdeville023788	— Cap de Ville				Government			Male	French
capeljohnb024511	John Baptist Capell					Trade-merchant		Male	Italian
caponwilli005124	William Capon	http://en.wikipedia.org/wiki/William_Capon_(artist)	http://viaf.org/21718370/			Artist, Architecture		Male	English
cappejeanl000529	Jean Louis Vincent Capperonnier de Gauffecourt			Letters_Antiquarian		Academic		Male	Swiss
cappejeanv024438	Jean Vincent Capperonnier de Gauffecourt		http://viaf.org/233361861/			Publishing		Male	Swiss
caprigiuse000560	Giuseppe Capris, conte di Castellamonte				Government			Male	Italian
captainsan024773	captains and commanders of H.M. Ships of War							Group	English
caracdomen004417	Domenico Caracciolo, marchese di Villamaina				Elite, Government			Male	Italian
caraclouis000930	Louis Antoine de Caraccioli	http://en.wikipedia.org/wiki/Louis-Antoine_Caraccioli	http://viaf.org/88874605/	Letters_Literary			Clergy	Male	French
caradlouis000931	Louis René de Caradeuc de La Chalotais	http://en.wikipedia.org/wiki/Louis-René_de_Caradeuc_de_La_Chalotais	http://viaf.org/12306234/		Elite, Government	Legal		Male	French
carbomarie000932	Marie Françoise Renée de Carbonnel de Canisy, comtesse de Forcalquier				Elite			Female	French
carcapierr004256	Pierre de Carcavi		http://viaf.org/227379690/	Sciences_Mathematical		Legal		Male	French
cardojacqu004418	Jacques Cardon					Legal		Male	French
careymarth025268	Martha Carey, countess of Monmouth							Female	English
caritmarie000533	Marie Jean Antoine Nicolas de Caritat, marquis de Condorcet	http://en.wikipedia.org/wiki/Marquis_de_Condorcet	http://viaf.org/34454867/	Letters, Sciences_Mathematical, Political economy	Elite			Male	French
carleguy00004916	Guy Carleton, 1st Baron Dorchester	http://en.wikipedia.org/wiki/Guy_Carleton,_1st_Baron_Dorchester	http://viaf.org/15572900/		Military, Elite, Government			Male	Irish
carlialess000535	conte Alessandro Carli		http://viaf.org/39717196/	Letters_Literary	Elite	Cultural		Male	Italian
carlimayor024811	mayor, aldermen, bailiffs, and capital citizens of Carlisle							Group	English
carliricha003790	Richard Carlile	http://en.wikipedia.org/wiki/Richard_Carlile	http://viaf.org/36926352/	Letters_Literary		Cultural		Male	English
carlyalexa000536	Alexander Carlyle of Inveresk			Letters_Literary			Clergy	Male	Scottish
carmiwilli000540	William Carmichael							Male	American
carnejohn0024671	John Carnes					Trade-merchant	Clergy	Male	American
carnolazar003791	Lazare Nicolas Marguérite Carnot	http://en.wikipedia.org/wiki/Lazare_Carnot	http://viaf.org/7387983/	Political economy, Sciences_Mathematical	Military, Government			Male	French
carolinequ005558	Caroline, queen of Great Britain and Ireland							Female	German
carolpaolo000933	Paolo Domenico de Carolis				Government			Male	Italian
caronalexa023645	Alexandre Louis Benoît de Carondelet						Clergy	Male	French
caronjeanf024020	Jean François Caron					Legal		Male	French
caronpierr000543	Pierre Augustin Caron de Beaumarchais	http://en.wikipedia.org/wiki/Pierre_Beaumarchais	http://viaf.org/29529962/	Letters_Literary	Government	Cultural		Male	French
carpecharl024559	Charles Carpenter					Legal		Male	English
carpefranc024319	Francis Carpenter					Artisan		Male	English
carregeorg004593	George Carre, Lord Nisbet					Legal		Male	Scottish
carrewilli005324	William Carrell							Male	English
carriedwar000547	Edward Carrington				Military, Government	Legal		Male	American
carrifranc023647	Francisco Javier de Carrión y Ribas				Government			Male	Spanish
carrmarth0000544	Martha Jefferson Carr							Female	American
carrocharl024856	Charles Carroll of Carrollton	http://en.wikipedia.org/wiki/Charles_Carroll_of_Carrollton	http://viaf.org/72318871/		Elite, Government			Male	American
carrodanie024858	Daniel Carroll	http://en.wikipedia.org/wiki/Daniel_Carroll	http://viaf.org/31350550/		Elite, Government	Trade-merchant, Planter		Male	American
carrpeter0000545	Peter Carr					Academic		Male	American
carrrober0024620	Robert Carr							Male	Irish?
carrthoma0003792	Thomas William Carr							Male	English?
carrwilli0004711	William Carr					Legal		Male	English
carstwilli004233	William Carstares	http://en.wikipedia.org/wiki/William_Carstares	http://viaf.org/28432591/		Government		Clergy	Male	Scottish
carteeliza005082	Elizabeth Carter			Letters_Literary, Letters_Antiquarian		Artist		Female	English
cartejohn0000548	Sir John Carter				Government			Male	English
cartejohn0004956	John Carteret, 2nd Earl Granville	http://en.wikipedia.org/wiki/John_Carteret,_2nd_Earl_Granville	http://viaf.org/45114814/					Male	English
carter0000024519	George Carter	http://en.wikipedia.org/wiki/George_Carter_(artist)	http://viaf.org/94818521/			Artist		Male	English
cartethoma005474	Thomas Carte	http://en.wikipedia.org/wiki/Thomas_Carte	http://viaf.org/34794161/	Letters_Literary				Male	English
cartethoma005475	Thomas Carter							Male	Irish
cartiberna023644	Bernard Cartier					Artisan		Male	Swiss
cartipierr023643	Pierre Cartier			Sciences_Natural, Sciences			Clergy	Male	Swiss
cartwjohn0003793	John Cartwright	http://en.wikipedia.org/wiki/John_Cartwright_(political_reformer)	http://viaf.org/15552299/	Letters_Literary, Political economy				Male	English
cartwsamue003794	Samuel Cartwright					Medical		Male	English
cartwsamue024292	Samuel Cartwright	http://en.wikipedia.org/wiki/Samuel_Cartwright	http://viaf.org/78503269/					Male	English
carvocharl000934	Charlotte Madeleine de Carvoisin d'Achy, marquise de Mimeure				Elite			Female	French
carwathoma017239	Thomas Carwardine		http://viaf.org/2398665/		Elite		Clergy	Male	English
caryjohn00000550	John Cary		http://viaf.org/122349969/	Letters_Literary		Trade-merchant		Male	English
caryljohn0004957	John Caryll							Male	English
caryljohn0024597	John Caryll, Junior							Male	English
casadysido003636	Ysidoro Casado de Acevedo y del Mazo, marques de Monteleone				Elite, Government			Male	Spanish
cassegerma000554	Germain Cassegrain Dubreuil							Male	French
cassepierr000555	Pierre Cassen					Legal		Male	French
cassigiova000556	Giovanni Domenico Cassini	http://en.wikipedia.org/wiki/Giovanni_Domenico_Cassini	http://viaf.org/36947382/	Sciences_Mathematical, Sciences				Male	Italian
castapierr000558	Pierre Castan					Trade-merchant, Medical		Male	French
casteanne0023295	Anne de Castéras de La Rivière, marquise de Menars							Female	French
castecharl000559	Charles Irénée Castel, abbé de Saint-Pierre			Political economy			Clergy	Male	French
castellan0025756	— Castellan							Male	French
castelouis024313	Louis Bertrand Castel	http://en.wikipedia.org/wiki/Louis_Bertrand_Castel	http://viaf.org/12405220/	Sciences_Mathematical, Sciences			Clergy	Male	French
castemiche023642	Michel Ange de Castellane, comte de Castellane		http://viaf.org/7712494/		Military, Elite, Government			Male	French
casteres00024400	M. — Casterés					Medical		Male	French
castianthe000561	Anthelme Castin						Clergy	Male	French
castimarie000935	Marie Louise Chrétienne de Castille Jeannin de Montjeu, princesse de Guise				Elite, Government			Female	French
castlricha005325	Richard Castleman					Cultural		Male	English
casto00000024312	M. — Casto							Male	Spanish
castrantoi004439	Antoine Sabatier de Castres		http://viaf.org/39417197/	Letters_Literary		Cultural		Male	French
caswejohn0004381	John Caswell			Sciences_Mathematical				Male	English
cathahenri000563	Henri Cathala					Finance-banking		Male	Swiss
catherinei000567	Catherine II, czarina of Russia			Collector	Elite, Government			Female	Russian
catthenri0000937	Henri Alexandre de Catt		http://viaf.org/8181340/		Court	Domestic		Male	Swiss
caulejean0024196	Jean de Caulet, évêque de Grenoble		http://viaf.org/66520202/	Letters_Antiquarian			Clergy	Male	French
caulfjames000569	James Caulfeild, 1st earl of Charlemont	http://en.wikipedia.org/wiki/James_Caulfeild,_1st_Earl_of_Charlemont	http://viaf.org/47674362/		Elite, Government			Male	Irish
cauxdn0000000570	N. Caux de Cappeval			Letters_Literary		Artist		Male	French
caveedwar0004958	Edward Cave	http://en.wikipedia.org/wiki/Edward_Cave	http://viaf.org/5259928/			Cultural, Publishing		Male	English
cavencharl004545	Hon. Charles Cavendish				Military, Elite			Male	English
cavencharl017263	Sir Charles Cavendish	http://en.wikipedia.org/wiki/Charles_Cavendish_(Nottingham)	http://viaf.org/68889484/	Sciences_Mathematical	Military, Elite			Male	English
cavenchris004546	Christian Cavendish, countess of Devonshire				Court, Elite			Female	English
cavenmarga004547	Margaret Cavendish, duchess of Newcastle		http://viaf.org/29597878/	Letters_Literary, Sciences				Female	English
cavenwilli000573	William Henry Cavendish-Bentinck, 3rd duke of Portland							Male	English
cavenwilli004548	William Cavendish, 3rd earl of Devonshire	http://en.wikipedia.org/wiki/William_Cavendish,_3rd_Earl_of_Devonshire	http://viaf.org/16203838/	Sciences	Elite			Male	English
cavenwilli017264	William Cavendish, 1st duke of Newcastle				Court, Elite			Male	English
